article_id,image_path
794877001,data/processed\images\0794877001.jpg
772907001,data/processed\images\0772907001.jpg
793185038,data/processed\images\0793185001.jpg
516900006,data/processed\images\0516900001.jpg
595207002,data/processed\images\0595207001.jpg
719015001,data/processed\images\0719015001.jpg
840899001,data/processed\images\0840899001.jpg
774543014,data/processed\images\0774543001.jpg
867612001,data/processed\images\0867612001.jpg
705243001,data/processed\images\0705243001.jpg
765865001,data/processed\images\0765865001.jpg
644763001,data/processed\images\0644763001.jpg
859529001,data/processed\images\0859529001.jpg
586814001,data/processed\images\0586814001.jpg
522076001,data/processed\images\0522076001.jpg
584679001,data/processed\images\0584679001.jpg
802016001,data/processed\images\0802016001.jpg
694659011,data/processed\images\0694659001.jpg
853222003,data/processed\images\0853222001.jpg
724542001,data/processed\images\0724542001.jpg
860622001,data/processed\images\0860622001.jpg
548479001,data/processed\images\0548479001.jpg
796576001,data/processed\images\0796576001.jpg
583487001,data/processed\images\0583487001.jpg
859419001,data/processed\images\0859419001.jpg
730066001,data/processed\images\0730066001.jpg
821138007,data/processed\images\0821138001.jpg
596346001,data/processed\images\0596346001.jpg
787216003,data/processed\images\0787216001.jpg
788754002,data/processed\images\0788754001.jpg
510419004,data/processed\images\0510419001.jpg
796179005,data/processed\images\0796179001.jpg
611745008,data/processed\images\0611745001.jpg
866838001,data/processed\images\0866838001.jpg
648627003,data/processed\images\0648627001.jpg
605094027,data/processed\images\0605094001.jpg
559775001,data/processed\images\0559775001.jpg
535401001,data/processed\images\0535401001.jpg
751969006,data/processed\images\0751969001.jpg
633670001,data/processed\images\0633670001.jpg
505018001,data/processed\images\0505018001.jpg
762032001,data/processed\images\0762032001.jpg
734185001,data/processed\images\0734185001.jpg
790940001,data/processed\images\0790940001.jpg
576692002,data/processed\images\0576692001.jpg
677917007,data/processed\images\0677917001.jpg
792344001,data/processed\images\0792344001.jpg
824945002,data/processed\images\0824945001.jpg
568869001,data/processed\images\0568869001.jpg
853881001,data/processed\images\0853881001.jpg
706016038,data/processed\images\0706016001.jpg
875827001,data/processed\images\0875827001.jpg
771024002,data/processed\images\0771024001.jpg
830156001,data/processed\images\0830156001.jpg
784237002,data/processed\images\0784237001.jpg
652346002,data/processed\images\0652346001.jpg
892556001,data/processed\images\0892556001.jpg
562820006,data/processed\images\0562820001.jpg
576657001,data/processed\images\0576657001.jpg
711529001,data/processed\images\0711529001.jpg
686923006,data/processed\images\0686923001.jpg
604514003,data/processed\images\0604514001.jpg
621363002,data/processed\images\0621363001.jpg
850806001,data/processed\images\0850806001.jpg
790132001,data/processed\images\0790132001.jpg
786850001,data/processed\images\0786850001.jpg
855235001,data/processed\images\0855235001.jpg
667034001,data/processed\images\0667034001.jpg
589521009,data/processed\images\0589521001.jpg
770179001,data/processed\images\0770179001.jpg
896928003,data/processed\images\0896928001.jpg
570431001,data/processed\images\0570431001.jpg
788227001,data/processed\images\0788227001.jpg
715102001,data/processed\images\0715102001.jpg
738075001,data/processed\images\0738075001.jpg
688873012,data/processed\images\0688873001.jpg
660830003,data/processed\images\0660830001.jpg
766450013,data/processed\images\0766450001.jpg
673133008,data/processed\images\0673133001.jpg
707135017,data/processed\images\0707135001.jpg
818972002,data/processed\images\0818972001.jpg
795820016,data/processed\images\0795820001.jpg
759501001,data/processed\images\0759501001.jpg
721746001,data/processed\images\0721746001.jpg
649400003,data/processed\images\0649400001.jpg
841950001,data/processed\images\0841950001.jpg
893644002,data/processed\images\0893644001.jpg
779038001,data/processed\images\0779038001.jpg
828251005,data/processed\images\0828251001.jpg
655833002,data/processed\images\0655833001.jpg
719579003,data/processed\images\0719579001.jpg
839915003,data/processed\images\0839915001.jpg
875950009,data/processed\images\0875950001.jpg
627113001,data/processed\images\0627113001.jpg
902358003,data/processed\images\0902358001.jpg
617465001,data/processed\images\0617465001.jpg
894956008,data/processed\images\0894956001.jpg
860731002,data/processed\images\0860731001.jpg
661577004,data/processed\images\0661577001.jpg
485552001,data/processed\images\0485552001.jpg
568829001,data/processed\images\0568829001.jpg
711247001,data/processed\images\0711247001.jpg
710500001,data/processed\images\0710500001.jpg
583381001,data/processed\images\0583381001.jpg
895582012,data/processed\images\0895582001.jpg
557994004,data/processed\images\0557994001.jpg
569079001,data/processed\images\0569079001.jpg
720228001,data/processed\images\0720228001.jpg
866117002,data/processed\images\0866117001.jpg
546800001,data/processed\images\0546800001.jpg
734027018,data/processed\images\0734027001.jpg
717773046,data/processed\images\0717773001.jpg
652787001,data/processed\images\0652787001.jpg
560214001,data/processed\images\0560214001.jpg
719579030,data/processed\images\0719579001.jpg
736105001,data/processed\images\0736105001.jpg
873093011,data/processed\images\0873093001.jpg
624124001,data/processed\images\0624124001.jpg
816397001,data/processed\images\0816397001.jpg
920830006,data/processed\images\0920830001.jpg
621310001,data/processed\images\0621310001.jpg
868064002,data/processed\images\0868064001.jpg
644023001,data/processed\images\0644023001.jpg
713032002,data/processed\images\0713032001.jpg
715652002,data/processed\images\0715652001.jpg
831555008,data/processed\images\0831555001.jpg
878976001,data/processed\images\0878976001.jpg
708730005,data/processed\images\0708730001.jpg
722635001,data/processed\images\0722635001.jpg
556560002,data/processed\images\0556560001.jpg
679948008,data/processed\images\0679948001.jpg
677993001,data/processed\images\0677993001.jpg
624945004,data/processed\images\0624945001.jpg
683211001,data/processed\images\0683211001.jpg
746861004,data/processed\images\0746861001.jpg
773955001,data/processed\images\0773955001.jpg
899749001,data/processed\images\0899749001.jpg
844931003,data/processed\images\0844931001.jpg
697489002,data/processed\images\0697489001.jpg
669391003,data/processed\images\0669391001.jpg
564999001,data/processed\images\0564999001.jpg
844991001,data/processed\images\0844991001.jpg
694915004,data/processed\images\0694915001.jpg
583463002,data/processed\images\0583463001.jpg
686895009,data/processed\images\0686895001.jpg
652016001,data/processed\images\0652016001.jpg
635222003,data/processed\images\0635222001.jpg
737070001,data/processed\images\0737070001.jpg
718081007,data/processed\images\0718081001.jpg
751471039,data/processed\images\0751471001.jpg
752737001,data/processed\images\0752737001.jpg
597901002,data/processed\images\0597901001.jpg
890458001,data/processed\images\0890458001.jpg
549961013,data/processed\images\0549961001.jpg
808608003,data/processed\images\0808608001.jpg
603367001,data/processed\images\0603367001.jpg
717196003,data/processed\images\0717196001.jpg
700701002,data/processed\images\0700701001.jpg
671777041,data/processed\images\0671777001.jpg
590221002,data/processed\images\0590221001.jpg
667533003,data/processed\images\0667533001.jpg
699874003,data/processed\images\0699874001.jpg
660206001,data/processed\images\0660206001.jpg
753746010,data/processed\images\0753746001.jpg
801905007,data/processed\images\0801905001.jpg
756808001,data/processed\images\0756808001.jpg
812682001,data/processed\images\0812682001.jpg
634332001,data/processed\images\0634332001.jpg
681594001,data/processed\images\0681594001.jpg
732374003,data/processed\images\0732374001.jpg
786814001,data/processed\images\0786814001.jpg
909282001,data/processed\images\0909282001.jpg
869706006,data/processed\images\0869706001.jpg
739974006,data/processed\images\0739974001.jpg
667832001,data/processed\images\0667832001.jpg
759009003,data/processed\images\0759009001.jpg
906382002,data/processed\images\0906382001.jpg
699755087,data/processed\images\0699755001.jpg
849817002,data/processed\images\0849817001.jpg
611503036,data/processed\images\0611503001.jpg
702005001,data/processed\images\0702005001.jpg
876291001,data/processed\images\0876291001.jpg
632223006,data/processed\images\0632223001.jpg
713824026,data/processed\images\0713824001.jpg
790640004,data/processed\images\0790640001.jpg
708300005,data/processed\images\0708300001.jpg
697183001,data/processed\images\0697183001.jpg
699073009,data/processed\images\0699073001.jpg
785695005,data/processed\images\0785695001.jpg
652016002,data/processed\images\0652016001.jpg
909955003,data/processed\images\0909955001.jpg
674649003,data/processed\images\0674649001.jpg
803565001,data/processed\images\0803565001.jpg
814686001,data/processed\images\0814686001.jpg
669908002,data/processed\images\0669908001.jpg
779781003,data/processed\images\0779781001.jpg
668598001,data/processed\images\0668598001.jpg
589344001,data/processed\images\0589344001.jpg
901324001,data/processed\images\0901324001.jpg
716185002,data/processed\images\0716185001.jpg
726726016,data/processed\images\0726726001.jpg
641815005,data/processed\images\0641815001.jpg
912309001,data/processed\images\0912309001.jpg
760281006,data/processed\images\0760281001.jpg
808669001,data/processed\images\0808669001.jpg
582528002,data/processed\images\0582528001.jpg
630316008,data/processed\images\0630316001.jpg
742185001,data/processed\images\0742185001.jpg
763638001,data/processed\images\0763638001.jpg
372860002,data/processed\images\0372860001.jpg
596400016,data/processed\images\0596400001.jpg
595841002,data/processed\images\0595841001.jpg
815264001,data/processed\images\0815264001.jpg
685813041,data/processed\images\0685813001.jpg
857222001,data/processed\images\0857222001.jpg
625343001,data/processed\images\0625343001.jpg
358753005,data/processed\images\0358753001.jpg
478298011,data/processed\images\0478298001.jpg
890684002,data/processed\images\0890684001.jpg
829666002,data/processed\images\0829666001.jpg
684201001,data/processed\images\0684201001.jpg
726507001,data/processed\images\0726507001.jpg
825771006,data/processed\images\0825771001.jpg
869872002,data/processed\images\0869872001.jpg
875642003,data/processed\images\0875642001.jpg
843873004,data/processed\images\0843873001.jpg
878076002,data/processed\images\0878076001.jpg
625216008,data/processed\images\0625216001.jpg
750712004,data/processed\images\0750712001.jpg
751793013,data/processed\images\0751793001.jpg
550004001,data/processed\images\0550004001.jpg
694723003,data/processed\images\0694723001.jpg
651424003,data/processed\images\0651424001.jpg
859728001,data/processed\images\0859728001.jpg
659146006,data/processed\images\0659146001.jpg
681096002,data/processed\images\0681096001.jpg
921906005,data/processed\images\0921906001.jpg
566320029,data/processed\images\0566320001.jpg
867837001,data/processed\images\0867837001.jpg
666578002,data/processed\images\0666578001.jpg
798413001,data/processed\images\0798413001.jpg
669934001,data/processed\images\0669934001.jpg
579692005,data/processed\images\0579692001.jpg
578545001,data/processed\images\0578545001.jpg
732188004,data/processed\images\0732188001.jpg
713997057,data/processed\images\0713997001.jpg
414577001,data/processed\images\0414577001.jpg
635467001,data/processed\images\0635467001.jpg
734553001,data/processed\images\0734553001.jpg
806527001,data/processed\images\0806527001.jpg
684033003,data/processed\images\0684033001.jpg
902023002,data/processed\images\0902023001.jpg
549262007,data/processed\images\0549262001.jpg
910048001,data/processed\images\0910048001.jpg
818894002,data/processed\images\0818894001.jpg
805816001,data/processed\images\0805816001.jpg
880830001,data/processed\images\0880830001.jpg
507987034,data/processed\images\0507987001.jpg
715242002,data/processed\images\0715242001.jpg
796084003,data/processed\images\0796084001.jpg
783335009,data/processed\images\0783335001.jpg
652356001,data/processed\images\0652356001.jpg
651882002,data/processed\images\0651882001.jpg
770395001,data/processed\images\0770395001.jpg
682087001,data/processed\images\0682087001.jpg
698157006,data/processed\images\0698157001.jpg
744434002,data/processed\images\0744434001.jpg
695807004,data/processed\images\0695807001.jpg
513373008,data/processed\images\0513373001.jpg
700736001,data/processed\images\0700736001.jpg
732201001,data/processed\images\0732201001.jpg
771682001,data/processed\images\0771682001.jpg
754039001,data/processed\images\0754039001.jpg
813060005,data/processed\images\0813060001.jpg
663744001,data/processed\images\0663744001.jpg
612182004,data/processed\images\0612182001.jpg
730454033,data/processed\images\0730454001.jpg
694739023,data/processed\images\0694739001.jpg
649440025,data/processed\images\0649440001.jpg
767040001,data/processed\images\0767040001.jpg
896758001,data/processed\images\0896758001.jpg
909472001,data/processed\images\0909472001.jpg
744457002,data/processed\images\0744457001.jpg
685647002,data/processed\images\0685647001.jpg
609037001,data/processed\images\0609037001.jpg
706837001,data/processed\images\0706837001.jpg
639469006,data/processed\images\0639469001.jpg
738711002,data/processed\images\0738711001.jpg
818255002,data/processed\images\0818255001.jpg
752689008,data/processed\images\0752689001.jpg
735600006,data/processed\images\0735600001.jpg
871957001,data/processed\images\0871957001.jpg
559426008,data/processed\images\0559426001.jpg
635507001,data/processed\images\0635507001.jpg
874547002,data/processed\images\0874547001.jpg
852561001,data/processed\images\0852561001.jpg
625494001,data/processed\images\0625494001.jpg
611191001,data/processed\images\0611191001.jpg
846149001,data/processed\images\0846149001.jpg
543548002,data/processed\images\0543548001.jpg
679709018,data/processed\images\0679709001.jpg
695802003,data/processed\images\0695802001.jpg
926603001,data/processed\images\0926603001.jpg
720221001,data/processed\images\0720221001.jpg
588526001,data/processed\images\0588526001.jpg
861850001,data/processed\images\0861850001.jpg
594987014,data/processed\images\0594987001.jpg
612574001,data/processed\images\0612574001.jpg
633918011,data/processed\images\0633918001.jpg
599374003,data/processed\images\0599374001.jpg
806151001,data/processed\images\0806151001.jpg
551044038,data/processed\images\0551044001.jpg
652747002,data/processed\images\0652747001.jpg
620208069,data/processed\images\0620208001.jpg
738522001,data/processed\images\0738522001.jpg
706499001,data/processed\images\0706499001.jpg
596400009,data/processed\images\0596400001.jpg
748712001,data/processed\images\0748712001.jpg
690478001,data/processed\images\0690478001.jpg
740415003,data/processed\images\0740415001.jpg
927922004,data/processed\images\0927922001.jpg
652731029,data/processed\images\0652731001.jpg
693784001,data/processed\images\0693784001.jpg
708993002,data/processed\images\0708993001.jpg
896833001,data/processed\images\0896833001.jpg
660204001,data/processed\images\0660204001.jpg
604501001,data/processed\images\0604501001.jpg
689014008,data/processed\images\0689014001.jpg
577294019,data/processed\images\0577294001.jpg
787095003,data/processed\images\0787095001.jpg
589062001,data/processed\images\0589062001.jpg
739533009,data/processed\images\0739533001.jpg
883026002,data/processed\images\0883026001.jpg
844967002,data/processed\images\0844967001.jpg
728156028,data/processed\images\0728156001.jpg
542533032,data/processed\images\0542533001.jpg
806012005,data/processed\images\0806012001.jpg
533358001,data/processed\images\0533358001.jpg
685770001,data/processed\images\0685770001.jpg
552471027,data/processed\images\0552471001.jpg
879965002,data/processed\images\0879965001.jpg
828933003,data/processed\images\0828933001.jpg
807747001,data/processed\images\0807747001.jpg
688936001,data/processed\images\0688936001.jpg
641012003,data/processed\images\0641012001.jpg
888029002,data/processed\images\0888029001.jpg
808691001,data/processed\images\0808691001.jpg
633136017,data/processed\images\0633136001.jpg
607983003,data/processed\images\0607983001.jpg
588549002,data/processed\images\0588549001.jpg
698971003,data/processed\images\0698971001.jpg
563874004,data/processed\images\0563874001.jpg
766302002,data/processed\images\0766302001.jpg
708554001,data/processed\images\0708554001.jpg
715403002,data/processed\images\0715403001.jpg
769141003,data/processed\images\0769141001.jpg
645671001,data/processed\images\0645671001.jpg
784347008,data/processed\images\0784347001.jpg
601123001,data/processed\images\0601123001.jpg
831416001,data/processed\images\0831416001.jpg
708722001,data/processed\images\0708722001.jpg
845204003,data/processed\images\0845204001.jpg
715201036,data/processed\images\0715201001.jpg
815966001,data/processed\images\0815966001.jpg
660712014,data/processed\images\0660712001.jpg
749738001,data/processed\images\0749738001.jpg
741541003,data/processed\images\0741541001.jpg
715000004,data/processed\images\0715000001.jpg
665082002,data/processed\images\0665082001.jpg
559582001,data/processed\images\0559582001.jpg
846015001,data/processed\images\0846015001.jpg
534720001,data/processed\images\0534720001.jpg
877961001,data/processed\images\0877961001.jpg
710438001,data/processed\images\0710438001.jpg
701113001,data/processed\images\0701113001.jpg
753857001,data/processed\images\0753857001.jpg
754262005,data/processed\images\0754262001.jpg
822312001,data/processed\images\0822312001.jpg
692834004,data/processed\images\0692834001.jpg
762289001,data/processed\images\0762289001.jpg
717679011,data/processed\images\0717679001.jpg
732903001,data/processed\images\0732903001.jpg
554479004,data/processed\images\0554479001.jpg
828326001,data/processed\images\0828326001.jpg
526029005,data/processed\images\0526029001.jpg
871997002,data/processed\images\0871997001.jpg
782545007,data/processed\images\0782545001.jpg
698160004,data/processed\images\0698160001.jpg
695181001,data/processed\images\0695181001.jpg
619690002,data/processed\images\0619690001.jpg
640675003,data/processed\images\0640675001.jpg
809948001,data/processed\images\0809948001.jpg
751675002,data/processed\images\0751675001.jpg
797731005,data/processed\images\0797731001.jpg
541763001,data/processed\images\0541763001.jpg
760100001,data/processed\images\0760100001.jpg
653360001,data/processed\images\0653360001.jpg
875751006,data/processed\images\0875751001.jpg
719589004,data/processed\images\0719589001.jpg
809110001,data/processed\images\0809110001.jpg
879953001,data/processed\images\0879953001.jpg
812558003,data/processed\images\0812558001.jpg
820937001,data/processed\images\0820937001.jpg
646043001,data/processed\images\0646043001.jpg
719940001,data/processed\images\0719940001.jpg
652367005,data/processed\images\0652367001.jpg
842004002,data/processed\images\0842004001.jpg
747040003,data/processed\images\0747040001.jpg
599580041,data/processed\images\0599580001.jpg
564419001,data/processed\images\0564419001.jpg
616001001,data/processed\images\0616001001.jpg
620862001,data/processed\images\0620862001.jpg
640001023,data/processed\images\0640001001.jpg
798211001,data/processed\images\0798211001.jpg
739980002,data/processed\images\0739980001.jpg
754387001,data/processed\images\0754387001.jpg
734316003,data/processed\images\0734316001.jpg
769058001,data/processed\images\0769058001.jpg
667411014,data/processed\images\0667411001.jpg
885972002,data/processed\images\0885972001.jpg
623666002,data/processed\images\0623666001.jpg
820462001,data/processed\images\0820462001.jpg
777822001,data/processed\images\0777822001.jpg
637820001,data/processed\images\0637820001.jpg
809523001,data/processed\images\0809523001.jpg
803892002,data/processed\images\0803892001.jpg
763943012,data/processed\images\0763943001.jpg
666143001,data/processed\images\0666143001.jpg
717773001,data/processed\images\0717773001.jpg
845576002,data/processed\images\0845576001.jpg
719250004,data/processed\images\0719250001.jpg
860895001,data/processed\images\0860895001.jpg
648506001,data/processed\images\0648506001.jpg
733020001,data/processed\images\0733020001.jpg
688658001,data/processed\images\0688658001.jpg
796193001,data/processed\images\0796193001.jpg
831236001,data/processed\images\0831236001.jpg
577027001,data/processed\images\0577027001.jpg
590961005,data/processed\images\0590961001.jpg
877448002,data/processed\images\0877448001.jpg
588674001,data/processed\images\0588674001.jpg
669562002,data/processed\images\0669562001.jpg
904415001,data/processed\images\0904415001.jpg
670286001,data/processed\images\0670286001.jpg
703634001,data/processed\images\0703634001.jpg
918894001,data/processed\images\0918894001.jpg
556215001,data/processed\images\0556215001.jpg
608018001,data/processed\images\0608018001.jpg
713943002,data/processed\images\0713943001.jpg
859174019,data/processed\images\0859174001.jpg
682068001,data/processed\images\0682068001.jpg
713997087,data/processed\images\0713997001.jpg
869496008,data/processed\images\0869496001.jpg
678688001,data/processed\images\0678688001.jpg
860645001,data/processed\images\0860645001.jpg
730292001,data/processed\images\0730292001.jpg
657891001,data/processed\images\0657891001.jpg
812362001,data/processed\images\0812362001.jpg
806192014,data/processed\images\0806192001.jpg
850878001,data/processed\images\0850878001.jpg
860052001,data/processed\images\0860052001.jpg
781677002,data/processed\images\0781677001.jpg
739265002,data/processed\images\0739265001.jpg
718081005,data/processed\images\0718081001.jpg
928582001,data/processed\images\0928582001.jpg
799935002,data/processed\images\0799935001.jpg
589748006,data/processed\images\0589748001.jpg
704630002,data/processed\images\0704630001.jpg
854060001,data/processed\images\0854060001.jpg
759731007,data/processed\images\0759731001.jpg
710113003,data/processed\images\0710113001.jpg
796732001,data/processed\images\0796732001.jpg
580684015,data/processed\images\0580684001.jpg
825920001,data/processed\images\0825920001.jpg
655628001,data/processed\images\0655628001.jpg
757264004,data/processed\images\0757264001.jpg
754257001,data/processed\images\0754257001.jpg
625950001,data/processed\images\0625950001.jpg
613459004,data/processed\images\0613459001.jpg
619764022,data/processed\images\0619764001.jpg
614686001,data/processed\images\0614686001.jpg
742172016,data/processed\images\0742172001.jpg
649397001,data/processed\images\0649397001.jpg
852174001,data/processed\images\0852174001.jpg
744304001,data/processed\images\0744304001.jpg
733768002,data/processed\images\0733768001.jpg
849859003,data/processed\images\0849859001.jpg
723173001,data/processed\images\0723173001.jpg
757104003,data/processed\images\0757104001.jpg
845241002,data/processed\images\0845241001.jpg
685814050,data/processed\images\0685814001.jpg
706363002,data/processed\images\0706363001.jpg
743768001,data/processed\images\0743768001.jpg
653221001,data/processed\images\0653221001.jpg
695682005,data/processed\images\0695682001.jpg
801996001,data/processed\images\0801996001.jpg
739900004,data/processed\images\0739900001.jpg
671599007,data/processed\images\0671599001.jpg
865873001,data/processed\images\0865873001.jpg
801179001,data/processed\images\0801179001.jpg
770691006,data/processed\images\0770691001.jpg
497728001,data/processed\images\0497728001.jpg
765948002,data/processed\images\0765948001.jpg
702292002,data/processed\images\0702292001.jpg
631409001,data/processed\images\0631409001.jpg
685816001,data/processed\images\0685816001.jpg
621844001,data/processed\images\0621844001.jpg
721928003,data/processed\images\0721928001.jpg
699755063,data/processed\images\0699755001.jpg
651548001,data/processed\images\0651548001.jpg
921756001,data/processed\images\0921756001.jpg
701969001,data/processed\images\0701969001.jpg
671809013,data/processed\images\0671809001.jpg
903728001,data/processed\images\0903728001.jpg
674002003,data/processed\images\0674002001.jpg
829308003,data/processed\images\0829308001.jpg
675852001,data/processed\images\0675852001.jpg
588386001,data/processed\images\0588386001.jpg
525979001,data/processed\images\0525979001.jpg
657063001,data/processed\images\0657063001.jpg
628591001,data/processed\images\0628591001.jpg
624486088,data/processed\images\0624486001.jpg
699298001,data/processed\images\0699298001.jpg
512508001,data/processed\images\0512508001.jpg
657184001,data/processed\images\0657184001.jpg
675918002,data/processed\images\0675918001.jpg
663942002,data/processed\images\0663942001.jpg
915009001,data/processed\images\0915009001.jpg
822495008,data/processed\images\0822495001.jpg
651955001,data/processed\images\0651955001.jpg
863879002,data/processed\images\0863879001.jpg
715201029,data/processed\images\0715201001.jpg
736681002,data/processed\images\0736681001.jpg
857448008,data/processed\images\0857448001.jpg
610173003,data/processed\images\0610173001.jpg
497926001,data/processed\images\0497926001.jpg
327310014,data/processed\images\0327310001.jpg
890183001,data/processed\images\0890183001.jpg
726923001,data/processed\images\0726923001.jpg
748905001,data/processed\images\0748905001.jpg
916861001,data/processed\images\0916861001.jpg
584298017,data/processed\images\0584298001.jpg
804955002,data/processed\images\0804955001.jpg
506321011,data/processed\images\0506321001.jpg
598598011,data/processed\images\0598598001.jpg
829302001,data/processed\images\0829302001.jpg
628788001,data/processed\images\0628788001.jpg
753737005,data/processed\images\0753737001.jpg
671022001,data/processed\images\0671022001.jpg
656450001,data/processed\images\0656450001.jpg
814118002,data/processed\images\0814118001.jpg
687000002,data/processed\images\0687000001.jpg
730013006,data/processed\images\0730013001.jpg
643308001,data/processed\images\0643308001.jpg
567874005,data/processed\images\0567874001.jpg
648464001,data/processed\images\0648464001.jpg
883235001,data/processed\images\0883235001.jpg
611546001,data/processed\images\0611546001.jpg
678861001,data/processed\images\0678861001.jpg
722475006,data/processed\images\0722475001.jpg
550872001,data/processed\images\0550872001.jpg
713156001,data/processed\images\0713156001.jpg
523707001,data/processed\images\0523707001.jpg
791445001,data/processed\images\0791445001.jpg
612903001,data/processed\images\0612903001.jpg
604059003,data/processed\images\0604059001.jpg
